episode,jobs_arrived,jobs_completed,job_completion_ratio,ops_arrived,ops_completed,op_completion_ratio
48,26,16,61.53846153846154,80,57,71.25
49,26,17,65.38461538461539,80,56,70.0
50,26,18,69.23076923076923,80,64,80.0
51,26,18,69.23076923076923,80,58,72.5
52,26,16,61.53846153846154,80,59,73.75
53,26,20,76.92307692307693,80,64,80.0
54,26,16,61.53846153846154,80,56,70.0
55,26,19,73.07692307692307,80,63,78.75
56,26,15,57.692307692307686,80,56,70.0
57,26,16,61.53846153846154,80,54,67.5
58,26,16,61.53846153846154,80,56,70.0
59,26,17,65.38461538461539,80,60,75.0
60,26,19,73.07692307692307,80,60,75.0
61,26,20,76.92307692307693,80,61,76.25
62,26,16,61.53846153846154,80,59,73.75
63,26,18,69.23076923076923,80,59,73.75
64,26,16,61.53846153846154,80,54,67.5
65,26,16,61.53846153846154,80,57,71.25
66,26,17,65.38461538461539,80,57,71.25
67,26,18,69.23076923076923,80,57,71.25
68,26,16,61.53846153846154,80,55,68.75
69,26,18,69.23076923076923,80,59,73.75
70,26,19,73.07692307692307,80,63,78.75
71,26,17,65.38461538461539,80,58,72.5
72,26,14,53.84615384615385,80,56,70.0
73,26,19,73.07692307692307,80,63,78.75
74,26,19,73.07692307692307,80,62,77.5
75,26,17,65.38461538461539,80,56,70.0
76,26,16,61.53846153846154,80,57,71.25
77,26,19,73.07692307692307,80,61,76.25
78,26,18,69.23076923076923,80,59,73.75
79,26,14,53.84615384615385,80,58,72.5
80,26,19,73.07692307692307,80,57,71.25
81,26,19,73.07692307692307,80,61,76.25
82,26,17,65.38461538461539,80,59,73.75
83,26,17,65.38461538461539,80,58,72.5
84,26,16,61.53846153846154,80,58,72.5
85,26,18,69.23076923076923,80,57,71.25
86,26,18,69.23076923076923,80,59,73.75
87,26,15,57.692307692307686,80,53,66.25
88,26,17,65.38461538461539,80,56,70.0
89,26,16,61.53846153846154,80,57,71.25
90,26,17,65.38461538461539,80,62,77.5
91,26,18,69.23076923076923,80,58,72.5
92,26,19,73.07692307692307,80,58,72.5
93,26,18,69.23076923076923,80,63,78.75
94,26,17,65.38461538461539,80,55,68.75
95,26,17,65.38461538461539,80,52,65.0
96,26,16,61.53846153846154,80,56,70.0
97,26,17,65.38461538461539,80,57,71.25
98,26,17,65.38461538461539,80,62,77.5
99,26,19,73.07692307692307,80,60,75.0
100,26,17,65.38461538461539,80,60,75.0
101,26,15,57.692307692307686,80,53,66.25
102,26,18,69.23076923076923,80,59,73.75
103,26,17,65.38461538461539,80,61,76.25
104,26,20,76.92307692307693,80,63,78.75
105,26,16,61.53846153846154,80,61,76.25
106,26,17,65.38461538461539,80,58,72.5
107,26,18,69.23076923076923,80,63,78.75
108,26,20,76.92307692307693,80,64,80.0
109,26,18,69.23076923076923,80,58,72.5
110,26,18,69.23076923076923,80,61,76.25
111,26,15,57.692307692307686,80,53,66.25
112,26,18,69.23076923076923,80,61,76.25
113,26,21,80.76923076923077,80,62,77.5
114,26,17,65.38461538461539,80,58,72.5
115,26,19,73.07692307692307,80,61,76.25
116,26,20,76.92307692307693,80,59,73.75
117,26,18,69.23076923076923,80,59,73.75
118,26,18,69.23076923076923,80,59,73.75
119,26,18,69.23076923076923,80,59,73.75
120,26,19,73.07692307692307,80,62,77.5
121,26,18,69.23076923076923,80,62,77.5
122,26,18,69.23076923076923,80,61,76.25
123,26,16,61.53846153846154,80,56,70.0
124,26,17,65.38461538461539,80,59,73.75
125,26,17,65.38461538461539,80,59,73.75
126,26,19,73.07692307692307,80,63,78.75
127,26,20,76.92307692307693,80,62,77.5
128,26,19,73.07692307692307,80,61,76.25
129,26,18,69.23076923076923,80,60,75.0
130,26,17,65.38461538461539,80,55,68.75
131,26,18,69.23076923076923,80,61,76.25
132,26,17,65.38461538461539,80,61,76.25
133,26,16,61.53846153846154,80,58,72.5
134,26,19,73.07692307692307,80,63,78.75
135,26,19,73.07692307692307,80,58,72.5
136,26,18,69.23076923076923,80,60,75.0
137,26,16,61.53846153846154,80,59,73.75
138,26,18,69.23076923076923,80,59,73.75
139,26,16,61.53846153846154,80,54,67.5
140,26,18,69.23076923076923,80,60,75.0
141,26,17,65.38461538461539,80,57,71.25
142,26,16,61.53846153846154,80,56,70.0
143,26,13,50.0,80,51,63.74999999999999
144,26,18,69.23076923076923,80,61,76.25
145,26,18,69.23076923076923,80,62,77.5
146,26,19,73.07692307692307,80,58,72.5
147,26,17,65.38461538461539,80,56,70.0
148,26,14,53.84615384615385,80,55,68.75
149,26,17,65.38461538461539,80,55,68.75
150,26,19,73.07692307692307,80,63,78.75
151,26,17,65.38461538461539,80,56,70.0
152,26,19,73.07692307692307,80,59,73.75
153,26,15,57.692307692307686,80,57,71.25
154,26,17,65.38461538461539,80,62,77.5
155,26,16,61.53846153846154,80,56,70.0
156,26,17,65.38461538461539,80,61,76.25
157,26,19,73.07692307692307,80,64,80.0
158,26,18,69.23076923076923,80,61,76.25
159,26,17,65.38461538461539,80,58,72.5
160,26,14,53.84615384615385,80,53,66.25
161,26,16,61.53846153846154,80,54,67.5
162,26,18,69.23076923076923,80,59,73.75
163,26,16,61.53846153846154,80,56,70.0
164,26,19,73.07692307692307,80,62,77.5
165,26,16,61.53846153846154,80,61,76.25
166,26,14,53.84615384615385,80,54,67.5
167,26,17,65.38461538461539,80,60,75.0
168,26,16,61.53846153846154,80,58,72.5
169,26,19,73.07692307692307,80,62,77.5
170,26,17,65.38461538461539,80,60,75.0
171,26,17,65.38461538461539,80,59,73.75
172,26,17,65.38461538461539,80,52,65.0
173,26,19,73.07692307692307,80,59,73.75
174,26,17,65.38461538461539,80,58,72.5
175,26,19,73.07692307692307,80,60,75.0
176,26,17,65.38461538461539,80,55,68.75
177,26,18,69.23076923076923,80,62,77.5
178,26,15,57.692307692307686,80,54,67.5
179,26,16,61.53846153846154,80,55,68.75
180,26,19,73.07692307692307,80,60,75.0
181,26,18,69.23076923076923,80,60,75.0
182,26,20,76.92307692307693,80,61,76.25
183,26,19,73.07692307692307,80,61,76.25
184,26,17,65.38461538461539,80,59,73.75
185,26,17,65.38461538461539,80,61,76.25
186,26,15,57.692307692307686,80,56,70.0
187,26,19,73.07692307692307,80,61,76.25
188,26,18,69.23076923076923,80,62,77.5
189,26,18,69.23076923076923,80,60,75.0
190,26,16,61.53846153846154,80,57,71.25
191,26,19,73.07692307692307,80,59,73.75
192,26,17,65.38461538461539,80,61,76.25
193,26,15,57.692307692307686,80,54,67.5
194,26,19,73.07692307692307,80,62,77.5
195,26,18,69.23076923076923,80,57,71.25
196,26,18,69.23076923076923,80,61,76.25
197,26,16,61.53846153846154,80,56,70.0
198,26,18,69.23076923076923,80,62,77.5
199,26,16,61.53846153846154,80,58,72.5
200,26,20,76.92307692307693,80,62,77.5
201,26,18,69.23076923076923,80,61,76.25
202,26,17,65.38461538461539,80,59,73.75
203,26,15,57.692307692307686,80,56,70.0
204,26,16,61.53846153846154,80,57,71.25
205,26,16,61.53846153846154,80,54,67.5
206,26,13,50.0,80,49,61.25000000000001
207,26,18,69.23076923076923,80,61,76.25
208,26,16,61.53846153846154,80,58,72.5
209,26,16,61.53846153846154,80,56,70.0
210,26,16,61.53846153846154,80,57,71.25
211,26,17,65.38461538461539,80,63,78.75
212,26,19,73.07692307692307,80,60,75.0
213,26,16,61.53846153846154,80,57,71.25
214,26,17,65.38461538461539,80,60,75.0
215,26,19,73.07692307692307,80,61,76.25
216,26,15,57.692307692307686,80,59,73.75
217,26,17,65.38461538461539,80,57,71.25
218,26,14,53.84615384615385,80,56,70.0
219,26,18,69.23076923076923,80,58,72.5
220,26,17,65.38461538461539,80,61,76.25
221,26,17,65.38461538461539,80,60,75.0
222,26,15,57.692307692307686,80,52,65.0
223,26,15,57.692307692307686,80,54,67.5
224,26,17,65.38461538461539,80,58,72.5
225,26,18,69.23076923076923,80,61,76.25
226,26,18,69.23076923076923,80,63,78.75
227,26,17,65.38461538461539,80,60,75.0
228,26,17,65.38461538461539,80,56,70.0
229,26,19,73.07692307692307,80,64,80.0
230,26,18,69.23076923076923,80,59,73.75
231,26,17,65.38461538461539,80,60,75.0
232,26,16,61.53846153846154,80,57,71.25
233,26,17,65.38461538461539,80,55,68.75
234,26,17,65.38461538461539,80,54,67.5
235,26,20,76.92307692307693,80,63,78.75
236,26,16,61.53846153846154,80,58,72.5
237,26,17,65.38461538461539,80,61,76.25
238,26,18,69.23076923076923,80,59,73.75
239,26,16,61.53846153846154,80,59,73.75
240,26,16,61.53846153846154,80,56,70.0
241,26,18,69.23076923076923,80,57,71.25
242,26,20,76.92307692307693,80,62,77.5
243,26,17,65.38461538461539,80,53,66.25
244,26,13,50.0,80,54,67.5
245,26,18,69.23076923076923,80,61,76.25
246,26,17,65.38461538461539,80,59,73.75
247,26,17,65.38461538461539,80,55,68.75
248,26,18,69.23076923076923,80,62,77.5
249,26,19,73.07692307692307,80,60,75.0
250,26,17,65.38461538461539,80,57,71.25
251,26,18,69.23076923076923,80,63,78.75
252,26,18,69.23076923076923,80,64,80.0
253,26,18,69.23076923076923,80,61,76.25
254,26,17,65.38461538461539,80,59,73.75
255,26,19,73.07692307692307,80,59,73.75
256,26,16,61.53846153846154,80,54,67.5
257,26,20,76.92307692307693,80,64,80.0
258,26,18,69.23076923076923,80,58,72.5
259,26,17,65.38461538461539,80,58,72.5
260,26,17,65.38461538461539,80,59,73.75
261,26,17,65.38461538461539,80,56,70.0
262,26,16,61.53846153846154,80,53,66.25
263,26,19,73.07692307692307,80,61,76.25
264,26,17,65.38461538461539,80,60,75.0
265,26,18,69.23076923076923,80,60,75.0
266,26,16,61.53846153846154,80,61,76.25
267,26,19,73.07692307692307,80,60,75.0
268,26,19,73.07692307692307,80,59,73.75
269,26,18,69.23076923076923,80,58,72.5
270,26,16,61.53846153846154,80,58,72.5
271,26,17,65.38461538461539,80,58,72.5
272,26,17,65.38461538461539,80,59,73.75
273,26,19,73.07692307692307,80,61,76.25
274,26,17,65.38461538461539,80,59,73.75
275,26,19,73.07692307692307,80,63,78.75
276,26,14,53.84615384615385,80,55,68.75
277,26,16,61.53846153846154,80,60,75.0
278,26,18,69.23076923076923,80,57,71.25
279,26,17,65.38461538461539,80,61,76.25
280,26,17,65.38461538461539,80,58,72.5
281,26,17,65.38461538461539,80,57,71.25
282,26,17,65.38461538461539,80,58,72.5
283,26,15,57.692307692307686,80,52,65.0
284,26,15,57.692307692307686,80,56,70.0
285,26,17,65.38461538461539,80,58,72.5
286,26,17,65.38461538461539,80,58,72.5
287,26,15,57.692307692307686,80,51,63.74999999999999
288,26,17,65.38461538461539,80,57,71.25
289,26,18,69.23076923076923,80,60,75.0
290,26,15,57.692307692307686,80,59,73.75
291,26,16,61.53846153846154,80,56,70.0
292,26,16,61.53846153846154,80,55,68.75
293,26,17,65.38461538461539,80,55,68.75
294,26,16,61.53846153846154,80,56,70.0
295,26,17,65.38461538461539,80,59,73.75
296,26,17,65.38461538461539,80,56,70.0
297,26,17,65.38461538461539,80,57,71.25
298,26,17,65.38461538461539,80,59,73.75
299,26,19,73.07692307692307,80,63,78.75
300,26,19,73.07692307692307,80,62,77.5
301,26,16,61.53846153846154,80,54,67.5
302,26,18,69.23076923076923,80,59,73.75
303,26,17,65.38461538461539,80,60,75.0
304,26,19,73.07692307692307,80,60,75.0
305,26,17,65.38461538461539,80,58,72.5
306,26,18,69.23076923076923,80,59,73.75
307,26,18,69.23076923076923,80,59,73.75
308,26,14,53.84615384615385,80,50,62.5
309,26,14,53.84615384615385,80,56,70.0
310,26,17,65.38461538461539,80,58,72.5
311,26,16,61.53846153846154,80,55,68.75
312,26,16,61.53846153846154,80,54,67.5
313,26,13,50.0,80,49,61.25000000000001
314,26,17,65.38461538461539,80,59,73.75
315,26,17,65.38461538461539,80,57,71.25
316,26,17,65.38461538461539,80,56,70.0
317,26,18,69.23076923076923,80,60,75.0
318,26,17,65.38461538461539,80,60,75.0
319,26,16,61.53846153846154,80,59,73.75
320,26,18,69.23076923076923,80,59,73.75
321,26,20,76.92307692307693,80,66,82.5
322,26,15,57.692307692307686,80,56,70.0
323,26,17,65.38461538461539,80,61,76.25
324,26,17,65.38461538461539,80,58,72.5
325,26,18,69.23076923076923,80,63,78.75
326,26,18,69.23076923076923,80,61,76.25
327,26,17,65.38461538461539,80,62,77.5
328,26,17,65.38461538461539,80,59,73.75
329,26,18,69.23076923076923,80,63,78.75
330,26,19,73.07692307692307,80,64,80.0
331,26,17,65.38461538461539,80,55,68.75
332,26,17,65.38461538461539,80,57,71.25
333,26,18,69.23076923076923,80,55,68.75
334,26,18,69.23076923076923,80,58,72.5
335,26,17,65.38461538461539,80,61,76.25
336,26,18,69.23076923076923,80,60,75.0
337,26,15,57.692307692307686,80,56,70.0
338,26,16,61.53846153846154,80,55,68.75
339,26,17,65.38461538461539,80,60,75.0
340,26,19,73.07692307692307,80,60,75.0
341,26,15,57.692307692307686,80,54,67.5
342,26,18,69.23076923076923,80,61,76.25
343,26,17,65.38461538461539,80,55,68.75
344,26,20,76.92307692307693,80,61,76.25
345,26,19,73.07692307692307,80,61,76.25
346,26,18,69.23076923076923,80,57,71.25
347,26,17,65.38461538461539,80,60,75.0
348,26,16,61.53846153846154,80,54,67.5
349,26,19,73.07692307692307,80,62,77.5
350,26,16,61.53846153846154,80,57,71.25
351,26,16,61.53846153846154,80,57,71.25
352,26,18,69.23076923076923,80,58,72.5
353,26,18,69.23076923076923,80,59,73.75
354,26,16,61.53846153846154,80,57,71.25
355,26,19,73.07692307692307,80,61,76.25
356,26,21,80.76923076923077,80,65,81.25
357,26,18,69.23076923076923,80,61,76.25
358,26,18,69.23076923076923,80,59,73.75
359,26,16,61.53846153846154,80,55,68.75
360,26,17,65.38461538461539,80,57,71.25
361,26,16,61.53846153846154,80,54,67.5
362,26,15,57.692307692307686,80,54,67.5
363,26,16,61.53846153846154,80,60,75.0
364,26,17,65.38461538461539,80,60,75.0
365,26,17,65.38461538461539,80,60,75.0
366,26,18,69.23076923076923,80,63,78.75
367,26,17,65.38461538461539,80,60,75.0
368,26,16,61.53846153846154,80,60,75.0
369,26,19,73.07692307692307,80,65,81.25
370,26,16,61.53846153846154,80,57,71.25
371,26,16,61.53846153846154,80,56,70.0
372,26,17,65.38461538461539,80,61,76.25
373,26,16,61.53846153846154,80,54,67.5
374,26,13,50.0,80,49,61.25000000000001
375,26,17,65.38461538461539,80,56,70.0
376,26,18,69.23076923076923,80,55,68.75
377,26,18,69.23076923076923,80,62,77.5
378,26,19,73.07692307692307,80,60,75.0
379,26,14,53.84615384615385,80,55,68.75
380,26,18,69.23076923076923,80,61,76.25
381,26,16,61.53846153846154,80,55,68.75
382,26,17,65.38461538461539,80,55,68.75
383,26,15,57.692307692307686,80,51,63.74999999999999
384,26,18,69.23076923076923,80,60,75.0
385,26,15,57.692307692307686,80,56,70.0
386,26,18,69.23076923076923,80,62,77.5
387,26,19,73.07692307692307,80,60,75.0
388,26,15,57.692307692307686,80,54,67.5
389,26,16,61.53846153846154,80,57,71.25
390,26,18,69.23076923076923,80,57,71.25
391,26,16,61.53846153846154,80,56,70.0
392,26,16,61.53846153846154,80,59,73.75
393,26,17,65.38461538461539,80,58,72.5
394,26,18,69.23076923076923,80,58,72.5
395,26,20,76.92307692307693,80,60,75.0
396,26,16,61.53846153846154,80,54,67.5
397,26,15,57.692307692307686,80,51,63.74999999999999
398,26,15,57.692307692307686,80,51,63.74999999999999
399,26,17,65.38461538461539,80,61,76.25
400,26,16,61.53846153846154,80,57,71.25
401,26,16,61.53846153846154,80,55,68.75
402,26,16,61.53846153846154,80,57,71.25
403,26,18,69.23076923076923,80,59,73.75
404,26,15,57.692307692307686,80,52,65.0
405,26,17,65.38461538461539,80,58,72.5
406,26,18,69.23076923076923,80,58,72.5
407,26,15,57.692307692307686,80,54,67.5
408,26,19,73.07692307692307,80,61,76.25
409,26,17,65.38461538461539,80,60,75.0
410,26,17,65.38461538461539,80,58,72.5
411,26,16,61.53846153846154,80,60,75.0
412,26,17,65.38461538461539,80,58,72.5
413,26,13,50.0,80,57,71.25
414,26,18,69.23076923076923,80,62,77.5
415,26,17,65.38461538461539,80,61,76.25
416,26,15,57.692307692307686,80,55,68.75
417,26,17,65.38461538461539,80,56,70.0
418,26,18,69.23076923076923,80,59,73.75
419,26,20,76.92307692307693,80,63,78.75
420,26,16,61.53846153846154,80,59,73.75
421,26,17,65.38461538461539,80,54,67.5
422,26,18,69.23076923076923,80,61,76.25
423,26,18,69.23076923076923,80,61,76.25
424,26,17,65.38461538461539,80,58,72.5
425,26,18,69.23076923076923,80,59,73.75
426,26,15,57.692307692307686,80,53,66.25
427,26,19,73.07692307692307,80,60,75.0
428,26,17,65.38461538461539,80,55,68.75
429,26,19,73.07692307692307,80,63,78.75
430,26,18,69.23076923076923,80,61,76.25
431,26,16,61.53846153846154,80,58,72.5
432,26,15,57.692307692307686,80,57,71.25
433,26,16,61.53846153846154,80,54,67.5
434,26,17,65.38461538461539,80,56,70.0
435,26,15,57.692307692307686,80,53,66.25
436,26,18,69.23076923076923,80,60,75.0
437,26,17,65.38461538461539,80,54,67.5
438,26,19,73.07692307692307,80,61,76.25
439,26,15,57.692307692307686,80,54,67.5
440,26,16,61.53846153846154,80,55,68.75
441,26,16,61.53846153846154,80,57,71.25
442,26,17,65.38461538461539,80,61,76.25
443,26,16,61.53846153846154,80,56,70.0
444,26,19,73.07692307692307,80,59,73.75
445,26,19,73.07692307692307,80,60,75.0
446,26,16,61.53846153846154,80,55,68.75
447,26,18,69.23076923076923,80,62,77.5
448,26,18,69.23076923076923,80,61,76.25
449,26,17,65.38461538461539,80,57,71.25
450,26,18,69.23076923076923,80,59,73.75
451,26,18,69.23076923076923,80,59,73.75
452,26,16,61.53846153846154,80,53,66.25
453,26,16,61.53846153846154,80,54,67.5
454,26,16,61.53846153846154,80,55,68.75
455,26,17,65.38461538461539,80,58,72.5
456,26,16,61.53846153846154,80,59,73.75
457,26,19,73.07692307692307,80,62,77.5
458,26,17,65.38461538461539,80,59,73.75
459,26,19,73.07692307692307,80,60,75.0
460,26,17,65.38461538461539,80,60,75.0
461,26,18,69.23076923076923,80,60,75.0
462,26,19,73.07692307692307,80,59,73.75
463,26,16,61.53846153846154,80,56,70.0
464,26,17,65.38461538461539,80,59,73.75
465,26,17,65.38461538461539,80,56,70.0
466,26,16,61.53846153846154,80,55,68.75
467,26,18,69.23076923076923,80,59,73.75
468,26,16,61.53846153846154,80,56,70.0
469,26,13,50.0,80,56,70.0
470,26,18,69.23076923076923,80,57,71.25
471,26,16,61.53846153846154,80,55,68.75
472,26,18,69.23076923076923,80,60,75.0
473,26,18,69.23076923076923,80,59,73.75
474,26,19,73.07692307692307,80,60,75.0
475,26,19,73.07692307692307,80,60,75.0
476,26,15,57.692307692307686,80,57,71.25
477,26,16,61.53846153846154,80,56,70.0
478,26,18,69.23076923076923,80,64,80.0
479,26,17,65.38461538461539,80,55,68.75
480,26,17,65.38461538461539,80,58,72.5
481,26,16,61.53846153846154,80,62,77.5
482,26,17,65.38461538461539,80,60,75.0
483,26,18,69.23076923076923,80,60,75.0
484,26,16,61.53846153846154,80,55,68.75
485,26,16,61.53846153846154,80,56,70.0
486,26,16,61.53846153846154,80,55,68.75
487,26,17,65.38461538461539,80,61,76.25
488,26,18,69.23076923076923,80,61,76.25
489,26,16,61.53846153846154,80,59,73.75
490,26,16,61.53846153846154,80,55,68.75
491,26,17,65.38461538461539,80,57,71.25
492,26,19,73.07692307692307,80,57,71.25
493,26,18,69.23076923076923,80,59,73.75
494,26,18,69.23076923076923,80,59,73.75
495,26,14,53.84615384615385,80,52,65.0
496,26,17,65.38461538461539,80,54,67.5
497,26,19,73.07692307692307,80,61,76.25
498,26,17,65.38461538461539,80,59,73.75
499,26,18,69.23076923076923,80,60,75.0
500,26,18,69.23076923076923,80,60,75.0
501,26,17,65.38461538461539,80,59,73.75
502,26,14,53.84615384615385,80,53,66.25
503,26,19,73.07692307692307,80,59,73.75
504,26,18,69.23076923076923,80,59,73.75
505,26,18,69.23076923076923,80,59,73.75
506,26,17,65.38461538461539,80,56,70.0
507,26,14,53.84615384615385,80,54,67.5
508,26,16,61.53846153846154,80,53,66.25
509,26,17,65.38461538461539,80,56,70.0
510,26,17,65.38461538461539,80,58,72.5
511,26,16,61.53846153846154,80,58,72.5
512,26,18,69.23076923076923,80,59,73.75
513,26,16,61.53846153846154,80,57,71.25
514,26,16,61.53846153846154,80,59,73.75
515,26,18,69.23076923076923,80,61,76.25
516,26,15,57.692307692307686,80,56,70.0
517,26,17,65.38461538461539,80,63,78.75
518,26,14,53.84615384615385,80,52,65.0
519,26,19,73.07692307692307,80,57,71.25
520,26,18,69.23076923076923,80,60,75.0
521,26,16,61.53846153846154,80,55,68.75
522,26,17,65.38461538461539,80,55,68.75
523,26,19,73.07692307692307,80,56,70.0
524,26,16,61.53846153846154,80,53,66.25
525,26,15,57.692307692307686,80,55,68.75
526,26,17,65.38461538461539,80,54,67.5
527,26,19,73.07692307692307,80,60,75.0
528,26,17,65.38461538461539,80,60,75.0
529,26,17,65.38461538461539,80,56,70.0
530,26,16,61.53846153846154,80,54,67.5
531,26,17,65.38461538461539,80,60,75.0
532,26,16,61.53846153846154,80,59,73.75
533,26,17,65.38461538461539,80,52,65.0
534,26,17,65.38461538461539,80,58,72.5
535,26,16,61.53846153846154,80,58,72.5
536,26,15,57.692307692307686,80,52,65.0
537,26,16,61.53846153846154,80,53,66.25
538,26,18,69.23076923076923,80,65,81.25
539,26,16,61.53846153846154,80,59,73.75
540,26,17,65.38461538461539,80,56,70.0
541,26,13,50.0,80,50,62.5
542,26,16,61.53846153846154,80,56,70.0
543,26,18,69.23076923076923,80,63,78.75
544,26,14,53.84615384615385,80,53,66.25
545,26,16,61.53846153846154,80,58,72.5
546,26,17,65.38461538461539,80,55,68.75
547,26,17,65.38461538461539,80,61,76.25
548,26,16,61.53846153846154,80,59,73.75
549,26,18,69.23076923076923,80,60,75.0
550,26,13,50.0,80,49,61.25000000000001
551,26,14,53.84615384615385,80,52,65.0
552,26,17,65.38461538461539,80,61,76.25
553,26,16,61.53846153846154,80,55,68.75
554,26,17,65.38461538461539,80,58,72.5
555,26,15,57.692307692307686,80,57,71.25
556,26,16,61.53846153846154,80,57,71.25
557,26,18,69.23076923076923,80,63,78.75
558,26,16,61.53846153846154,80,57,71.25
559,26,18,69.23076923076923,80,59,73.75
560,26,17,65.38461538461539,80,58,72.5
561,26,17,65.38461538461539,80,56,70.0
562,26,18,69.23076923076923,80,57,71.25
563,26,19,73.07692307692307,80,62,77.5
564,26,15,57.692307692307686,80,52,65.0
565,26,16,61.53846153846154,80,55,68.75
566,26,18,69.23076923076923,80,61,76.25
567,26,17,65.38461538461539,80,60,75.0
568,26,15,57.692307692307686,80,55,68.75
569,26,16,61.53846153846154,80,52,65.0
570,26,14,53.84615384615385,80,52,65.0
571,26,18,69.23076923076923,80,61,76.25
572,26,17,65.38461538461539,80,59,73.75
573,26,19,73.07692307692307,80,57,71.25
574,26,16,61.53846153846154,80,56,70.0
575,26,17,65.38461538461539,80,59,73.75
576,26,17,65.38461538461539,80,60,75.0
577,26,17,65.38461538461539,80,58,72.5
578,26,17,65.38461538461539,80,58,72.5
579,26,18,69.23076923076923,80,63,78.75
580,26,19,73.07692307692307,80,60,75.0
581,26,18,69.23076923076923,80,56,70.0
582,26,18,69.23076923076923,80,61,76.25
583,26,16,61.53846153846154,80,58,72.5
584,26,16,61.53846153846154,80,52,65.0
585,26,18,69.23076923076923,80,61,76.25
586,26,17,65.38461538461539,80,54,67.5
587,26,16,61.53846153846154,80,53,66.25
588,26,19,73.07692307692307,80,62,77.5
589,26,17,65.38461538461539,80,58,72.5
590,26,16,61.53846153846154,80,57,71.25
591,26,17,65.38461538461539,80,56,70.0
592,26,17,65.38461538461539,80,58,72.5
593,26,17,65.38461538461539,80,59,73.75
594,26,15,57.692307692307686,80,55,68.75
595,26,17,65.38461538461539,80,58,72.5
596,26,18,69.23076923076923,80,60,75.0
597,26,16,61.53846153846154,80,57,71.25
598,26,20,76.92307692307693,80,62,77.5
599,26,20,76.92307692307693,80,65,81.25
600,26,17,65.38461538461539,80,58,72.5
601,26,17,65.38461538461539,80,61,76.25
602,26,18,69.23076923076923,80,57,71.25
603,26,18,69.23076923076923,80,60,75.0
604,26,19,73.07692307692307,80,61,76.25
605,26,16,61.53846153846154,80,60,75.0
606,26,17,65.38461538461539,80,61,76.25
607,26,16,61.53846153846154,80,55,68.75
608,26,17,65.38461538461539,80,60,75.0
609,26,18,69.23076923076923,80,58,72.5
610,26,16,61.53846153846154,80,55,68.75
611,26,18,69.23076923076923,80,59,73.75
612,26,18,69.23076923076923,80,58,72.5
613,26,17,65.38461538461539,80,61,76.25
614,26,17,65.38461538461539,80,61,76.25
615,26,17,65.38461538461539,80,61,76.25
616,26,18,69.23076923076923,80,63,78.75
617,26,17,65.38461538461539,80,58,72.5
618,26,13,50.0,80,49,61.25000000000001
619,26,17,65.38461538461539,80,58,72.5
620,26,14,53.84615384615385,80,51,63.74999999999999
621,26,18,69.23076923076923,80,57,71.25
622,26,18,69.23076923076923,80,59,73.75
623,26,17,65.38461538461539,80,59,73.75
624,26,15,57.692307692307686,80,53,66.25
625,26,16,61.53846153846154,80,54,67.5
626,26,18,69.23076923076923,80,56,70.0
627,26,16,61.53846153846154,80,59,73.75
628,26,16,61.53846153846154,80,58,72.5
629,26,20,76.92307692307693,80,63,78.75
630,26,16,61.53846153846154,80,57,71.25
