start,end,op_idx,op_name,wc,job_id,operator_grp,arrival,duration
34.8,37.599999999999994,5,Op6,4,14,O4,22.57292544923619,2.8
36.0,38.1,5,Op6,2,7,O2,6.7719958608702315,2.1
38.1,39.675000000000004,0,Op1,2,18,O3,32.955303120001616,1.575
38.0,39.925,2,Op3,4,20,O4,35.90951810774097,1.925
37.0,39.975,8,Op9,0,19,O1,34.256310016472206,2.975
39.675000000000004,41.25000000000001,0,Op1,2,21,O2,37.379234423132026,1.575
40.0,41.75,4,Op5,1,17,O4,28.501712768056304,1.75
40.0,41.82,6,Op7,3,20,O1,35.90951810774097,1.82
40.0,42.8,5,Op6,4,19,O3,34.256310016472206,2.8
42.0,43.575,0,Op1,2,21,O2,37.379234423132026,1.575
43.0,45.275,4,Op5,0,19,O1,34.256310016472206,2.275
43.575,45.325,1,Op2,2,17,O4,28.501712768056304,1.75
44.0,45.82,6,Op7,3,12,O3,18.164831480395694,1.82
44.0,46.1,3,Op4,4,18,O2,32.955303120001616,2.1
46.0,47.75,1,Op2,2,23,O4,40.430500809269176,1.75
47.0,48.575,2,Op3,0,21,O1,37.379234423132026,1.575
47.0,48.575,3,Op4,1,22,O2,37.915861744365415,1.575
48.0,49.68,3,Op4,2,24,O4,42.833620580600666,1.68
1.0,3.975,7,Op8,1,4,O4,0.7750026203533505,2.975
1.0,4.15,8,Op9,2,0,O2,0.0,3.15
3.0,5.1,3,Op4,4,5,O1,2.69576825208119,2.1
6.0,7.68,3,Op4,2,6,O2,3.0584987550749503,1.68
8.0,9.05,1,Op2,0,8,O3,7.0410611204498315,1.05
7.68,9.254999999999999,0,Op1,2,5,O4,2.69576825208119,1.575
7.0,9.625,7,Op8,3,7,O1,6.7719958608702315,2.625
8.0,9.75,4,Op5,1,6,O2,3.0584987550749503,1.75
10.0,11.75,1,Op2,2,7,O2,6.7719958608702315,1.75
10.0,11.925,2,Op3,4,5,O3,2.69576825208119,1.925
11.75,13.325,0,Op1,2,9,O4,9.791130603892675,1.575
11.925,13.850000000000001,2,Op3,4,6,O1,3.0584987550749503,1.925
13.325,14.899999999999999,0,Op1,2,7,O2,6.7719958608702315,1.575
14.0,15.05,0,Op1,4,6,O1,3.0584987550749503,1.05
15.0,16.575,3,Op4,1,7,O2,6.7719958608702315,1.575
16.0,17.575,7,Op8,4,6,O1,3.0584987550749503,1.575
14.899999999999999,18.049999999999997,8,Op9,2,9,O4,9.791130603892675,3.15
17.0,18.75,4,Op5,1,11,O2,16.89509769942362,1.75
17.575,20.375,5,Op6,4,10,O3,15.843160336681235,2.8
19.0,21.625,7,Op8,3,12,O1,18.164831480395694,2.625
21.0,23.1,5,Op6,2,7,O2,6.7719958608702315,2.1
22.0,23.82,6,Op7,3,12,O3,18.164831480395694,1.82
22.0,23.925,2,Op3,4,13,O1,19.33792781270209,1.925
23.1,26.25,8,Op9,2,10,O4,15.843160336681235,3.15
25.0,27.8,5,Op6,4,14,O2,22.57292544923619,2.8
26.0,27.82,6,Op7,3,11,O1,16.89509769942362,1.82
27.0,29.1,5,Op6,2,10,O4,15.843160336681235,2.1
29.0,30.225,0,Op1,0,17,O1,28.501712768056304,1.225
27.8,30.6,5,Op6,4,12,O3,18.164831480395694,2.8
29.1,30.78,3,Op4,2,15,O2,25.25582894908022,1.68
30.78,32.355000000000004,0,Op1,2,10,O4,15.843160336681235,1.575
31.0,32.575,3,Op4,1,11,O2,16.89509769942362,1.575
31.0,32.82,6,Op7,3,12,O3,18.164831480395694,1.82
31.0,33.275,4,Op5,0,17,O1,28.501712768056304,2.275
34.0,35.05,1,Op2,0,17,O1,28.501712768056304,1.05
33.0,36.15,8,Op9,2,10,O2,15.843160336681235,3.15
36.0,37.05,0,Op1,4,18,O1,32.955303120001616,1.05
36.15,38.25,5,Op6,2,16,O4,27.275561631536668,2.1
37.05,39.15,3,Op4,4,15,O2,25.25582894908022,2.1
38.25,39.825,0,Op1,2,11,O3,16.89509769942362,1.575
39.15,41.25,3,Op4,4,18,O1,32.955303120001616,2.1
39.0,41.975,7,Op8,1,12,O4,18.164831480395694,2.975
41.25,42.3,0,Op1,4,21,O2,37.379234423132026,1.05
41.0,42.575,2,Op3,0,20,O3,35.90951810774097,1.575
42.0,43.4,0,Op1,3,19,O4,34.256310016472206,1.4
42.575,44.150000000000006,2,Op3,0,1,O1,0.0,1.575
43.0,44.68,3,Op4,2,22,O2,37.915861744365415,1.68
44.0,45.75,4,Op5,1,18,O4,32.955303120001616,1.75
44.68,46.255,0,Op1,2,21,O3,37.379234423132026,1.575
46.0,47.575,3,Op4,1,24,O4,42.833620580600666,1.575
