episode,jobs_arrived,jobs_completed,job_completion_ratio,ops_arrived,ops_completed,op_completion_ratio
104,26,16,61.53846153846154,80,58,72.5
105,26,19,73.07692307692307,80,62,77.5
106,26,17,65.38461538461539,80,60,75.0
107,26,17,65.38461538461539,80,59,73.75
108,26,17,65.38461538461539,80,52,65.0
109,26,19,73.07692307692307,80,59,73.75
110,26,17,65.38461538461539,80,58,72.5
111,26,19,73.07692307692307,80,60,75.0
112,26,18,69.23076923076923,80,60,75.0
113,26,20,76.92307692307693,80,61,76.25
114,26,19,73.07692307692307,80,61,76.25
115,26,17,65.38461538461539,80,59,73.75
116,26,17,65.38461538461539,80,61,76.25
117,26,15,57.692307692307686,80,56,70.0
118,26,19,73.07692307692307,80,61,76.25
119,26,18,69.23076923076923,80,62,77.5
120,26,19,73.07692307692307,80,62,77.5
121,26,18,69.23076923076923,80,57,71.25
122,26,18,69.23076923076923,80,61,76.25
123,26,16,61.53846153846154,80,56,70.0
124,26,18,69.23076923076923,80,62,77.5
125,26,16,61.53846153846154,80,58,72.5
126,26,20,76.92307692307693,80,62,77.5
127,26,18,69.23076923076923,80,61,76.25
128,26,18,69.23076923076923,80,61,76.25
129,26,16,61.53846153846154,80,58,72.5
130,26,16,61.53846153846154,80,56,70.0
131,26,16,61.53846153846154,80,57,71.25
132,26,17,65.38461538461539,80,63,78.75
133,26,19,73.07692307692307,80,60,75.0
134,26,16,61.53846153846154,80,57,71.25
135,26,17,65.38461538461539,80,60,75.0
136,26,17,65.38461538461539,80,61,76.25
137,26,17,65.38461538461539,80,60,75.0
138,26,15,57.692307692307686,80,52,65.0
139,26,15,57.692307692307686,80,54,67.5
140,26,17,65.38461538461539,80,58,72.5
141,26,18,69.23076923076923,80,61,76.25
142,26,18,69.23076923076923,80,63,78.75
143,26,17,65.38461538461539,80,60,75.0
144,26,17,65.38461538461539,80,55,68.75
145,26,17,65.38461538461539,80,54,67.5
146,26,20,76.92307692307693,80,63,78.75
147,26,16,61.53846153846154,80,58,72.5
148,26,17,65.38461538461539,80,61,76.25
149,26,18,69.23076923076923,80,59,73.75
150,26,16,61.53846153846154,80,59,73.75
151,26,16,61.53846153846154,80,56,70.0
152,26,17,65.38461538461539,80,59,73.75
153,26,17,65.38461538461539,80,55,68.75
154,26,18,69.23076923076923,80,62,77.5
155,26,19,73.07692307692307,80,60,75.0
156,26,17,65.38461538461539,80,57,71.25
157,26,18,69.23076923076923,80,63,78.75
158,26,18,69.23076923076923,80,64,80.0
159,26,18,69.23076923076923,80,61,76.25
160,26,17,65.38461538461539,80,58,72.5
161,26,17,65.38461538461539,80,59,73.75
162,26,17,65.38461538461539,80,56,70.0
163,26,16,61.53846153846154,80,53,66.25
164,26,19,73.07692307692307,80,61,76.25
165,26,17,65.38461538461539,80,60,75.0
166,26,18,69.23076923076923,80,60,75.0
167,26,16,61.53846153846154,80,61,76.25
168,26,17,65.38461538461539,80,59,73.75
169,26,19,73.07692307692307,80,61,76.25
170,26,17,65.38461538461539,80,59,73.75
171,26,19,73.07692307692307,80,63,78.75
172,26,14,53.84615384615385,80,55,68.75
173,26,16,61.53846153846154,80,60,75.0
174,26,18,69.23076923076923,80,57,71.25
175,26,17,65.38461538461539,80,61,76.25
176,26,17,65.38461538461539,80,58,72.5
177,26,17,65.38461538461539,80,58,72.5
178,26,15,57.692307692307686,80,51,63.74999999999999
179,26,17,65.38461538461539,80,57,71.25
180,26,18,69.23076923076923,80,60,75.0
181,26,15,57.692307692307686,80,59,73.75
182,26,16,61.53846153846154,80,56,70.0
183,26,16,61.53846153846154,80,55,68.75
184,26,17,65.38461538461539,80,59,73.75
185,26,19,73.07692307692307,80,63,78.75
186,26,19,73.07692307692307,80,62,77.5
187,26,16,61.53846153846154,80,54,67.5
188,26,18,69.23076923076923,80,59,73.75
189,26,17,65.38461538461539,80,60,75.0
190,26,19,73.07692307692307,80,60,75.0
191,26,17,65.38461538461539,80,58,72.5
192,26,16,61.53846153846154,80,55,68.75
193,26,16,61.53846153846154,80,54,67.5
194,26,13,50.0,80,49,61.25000000000001
195,26,17,65.38461538461539,80,59,73.75
196,26,17,65.38461538461539,80,57,71.25
197,26,17,65.38461538461539,80,56,70.0
198,26,18,69.23076923076923,80,60,75.0
199,26,17,65.38461538461539,80,60,75.0
200,26,17,65.38461538461539,80,58,72.5
201,26,18,69.23076923076923,80,63,78.75
202,26,18,69.23076923076923,80,61,76.25
203,26,17,65.38461538461539,80,62,77.5
204,26,17,65.38461538461539,80,59,73.75
205,26,18,69.23076923076923,80,63,78.75
206,26,19,73.07692307692307,80,64,80.0
207,26,17,65.38461538461539,80,55,68.75
208,26,15,57.692307692307686,80,56,70.0
209,26,16,61.53846153846154,80,55,68.75
210,26,17,65.38461538461539,80,60,75.0
211,26,19,73.07692307692307,80,60,75.0
212,26,15,57.692307692307686,80,54,67.5
213,26,18,69.23076923076923,80,61,76.25
214,26,17,65.38461538461539,80,55,68.75
215,26,20,76.92307692307693,80,61,76.25
216,26,16,61.53846153846154,80,57,71.25
217,26,16,61.53846153846154,80,57,71.25
218,26,18,69.23076923076923,80,58,72.5
219,26,18,69.23076923076923,80,59,73.75
220,26,16,61.53846153846154,80,57,71.25
221,26,19,73.07692307692307,80,61,76.25
222,26,21,80.76923076923077,80,65,81.25
223,26,18,69.23076923076923,80,61,76.25
224,26,16,61.53846153846154,80,60,75.0
225,26,17,65.38461538461539,80,60,75.0
226,26,17,65.38461538461539,80,60,75.0
227,26,18,69.23076923076923,80,63,78.75
228,26,17,65.38461538461539,80,60,75.0
229,26,16,61.53846153846154,80,60,75.0
230,26,19,73.07692307692307,80,65,81.25
231,26,16,61.53846153846154,80,57,71.25
232,26,18,69.23076923076923,80,55,68.75
233,26,18,69.23076923076923,80,62,77.5
234,26,19,73.07692307692307,80,60,75.0
235,26,14,53.84615384615385,80,55,68.75
236,26,18,69.23076923076923,80,61,76.25
237,26,16,61.53846153846154,80,55,68.75
238,26,17,65.38461538461539,80,55,68.75
239,26,15,57.692307692307686,80,51,63.74999999999999
240,26,16,61.53846153846154,80,57,71.25
241,26,18,69.23076923076923,80,57,71.25
242,26,16,61.53846153846154,80,56,70.0
243,26,16,61.53846153846154,80,59,73.75
244,26,17,65.38461538461539,80,58,72.5
245,26,18,69.23076923076923,80,58,72.5
246,26,20,76.92307692307693,80,60,75.0
247,26,16,61.53846153846154,80,54,67.5
248,26,16,61.53846153846154,80,57,71.25
249,26,18,69.23076923076923,80,59,73.75
250,26,15,57.692307692307686,80,52,65.0
251,26,17,65.38461538461539,80,58,72.5
252,26,18,69.23076923076923,80,58,72.5
253,26,15,57.692307692307686,80,54,67.5
254,26,19,73.07692307692307,80,61,76.25
255,26,17,65.38461538461539,80,60,75.0
256,26,17,65.38461538461539,80,61,76.25
257,26,15,57.692307692307686,80,55,68.75
258,26,17,65.38461538461539,80,56,70.0
259,26,18,69.23076923076923,80,59,73.75
260,26,20,76.92307692307693,80,63,78.75
261,26,16,61.53846153846154,80,59,73.75
262,26,17,65.38461538461539,80,54,67.5
263,26,18,69.23076923076923,80,61,76.25
264,26,17,65.38461538461539,80,55,68.75
265,26,19,73.07692307692307,80,63,78.75
266,26,18,69.23076923076923,80,61,76.25
267,26,16,61.53846153846154,80,58,72.5
268,26,15,57.692307692307686,80,57,71.25
269,26,16,61.53846153846154,80,54,67.5
270,26,17,65.38461538461539,80,56,70.0
271,26,15,57.692307692307686,80,53,66.25
272,26,16,61.53846153846154,80,57,71.25
273,26,17,65.38461538461539,80,61,76.25
274,26,16,61.53846153846154,80,56,70.0
275,26,19,73.07692307692307,80,59,73.75
276,26,19,73.07692307692307,80,60,75.0
277,26,16,61.53846153846154,80,55,68.75
278,26,18,69.23076923076923,80,62,77.5
279,26,18,69.23076923076923,80,61,76.25
280,26,16,61.53846153846154,80,55,68.75
281,26,17,65.38461538461539,80,58,72.5
282,26,16,61.53846153846154,80,59,73.75
283,26,19,73.07692307692307,80,62,77.5
284,26,17,65.38461538461539,80,59,73.75
285,26,19,73.07692307692307,80,60,75.0
286,26,17,65.38461538461539,80,60,75.0
287,26,18,69.23076923076923,80,60,75.0
288,26,18,69.23076923076923,80,59,73.75
289,26,16,61.53846153846154,80,56,70.0
290,26,13,50.0,80,56,70.0
291,26,18,69.23076923076923,80,57,71.25
292,26,16,61.53846153846154,80,55,68.75
293,26,18,69.23076923076923,80,60,75.0
294,26,18,69.23076923076923,80,59,73.75
295,26,19,73.07692307692307,80,60,75.0
296,26,17,65.38461538461539,80,58,72.5
297,26,16,61.53846153846154,80,62,77.5
298,26,17,65.38461538461539,80,60,75.0
299,26,18,69.23076923076923,80,60,75.0
300,26,16,61.53846153846154,80,55,68.75
301,26,16,61.53846153846154,80,56,70.0
302,26,16,61.53846153846154,80,55,68.75
303,26,17,65.38461538461539,80,61,76.25
304,26,18,69.23076923076923,80,59,73.75
305,26,18,69.23076923076923,80,59,73.75
306,26,14,53.84615384615385,80,52,65.0
307,26,17,65.38461538461539,80,54,67.5
308,26,19,73.07692307692307,80,61,76.25
309,26,17,65.38461538461539,80,59,73.75
310,26,18,69.23076923076923,80,60,75.0
311,26,18,69.23076923076923,80,60,75.0
312,26,17,65.38461538461539,80,56,70.0
313,26,14,53.84615384615385,80,54,67.5
314,26,16,61.53846153846154,80,53,66.25
315,26,17,65.38461538461539,80,56,70.0
316,26,17,65.38461538461539,80,58,72.5
317,26,16,61.53846153846154,80,58,72.5
318,26,18,69.23076923076923,80,59,73.75
319,26,16,61.53846153846154,80,57,71.25
320,26,19,73.07692307692307,80,57,71.25
321,26,18,69.23076923076923,80,60,75.0
322,26,16,61.53846153846154,80,55,68.75
323,26,17,65.38461538461539,80,55,68.75
324,26,19,73.07692307692307,80,56,70.0
325,26,16,61.53846153846154,80,53,66.25
326,26,15,57.692307692307686,80,55,68.75
327,26,17,65.38461538461539,80,54,67.5
328,26,16,61.53846153846154,80,59,73.75
329,26,17,65.38461538461539,80,52,65.0
330,26,17,65.38461538461539,80,58,72.5
331,26,16,61.53846153846154,80,58,72.5
332,26,15,57.692307692307686,80,52,65.0
333,26,16,61.53846153846154,80,53,66.25
334,26,18,69.23076923076923,80,65,81.25
335,26,16,61.53846153846154,80,59,73.75
336,26,16,61.53846153846154,80,58,72.5
337,26,17,65.38461538461539,80,55,68.75
338,26,17,65.38461538461539,80,61,76.25
339,26,16,61.53846153846154,80,59,73.75
340,26,18,69.23076923076923,80,60,75.0
341,26,13,50.0,80,49,61.25000000000001
342,26,14,53.84615384615385,80,52,65.0
343,26,17,65.38461538461539,80,61,76.25
344,26,16,61.53846153846154,80,57,71.25
345,26,18,69.23076923076923,80,59,73.75
346,26,17,65.38461538461539,80,58,72.5
347,26,17,65.38461538461539,80,56,70.0
348,26,18,69.23076923076923,80,57,71.25
349,26,19,73.07692307692307,80,62,77.5
350,26,15,57.692307692307686,80,52,65.0
351,26,16,61.53846153846154,80,55,68.75
352,26,18,69.23076923076923,80,61,76.25
353,26,17,65.38461538461539,80,59,73.75
354,26,19,73.07692307692307,80,57,71.25
355,26,16,61.53846153846154,80,56,70.0
356,26,17,65.38461538461539,80,59,73.75
357,26,17,65.38461538461539,80,60,75.0
358,26,17,65.38461538461539,80,58,72.5
359,26,17,65.38461538461539,80,58,72.5
360,26,16,61.53846153846154,80,52,65.0
361,26,18,69.23076923076923,80,61,76.25
362,26,17,65.38461538461539,80,54,67.5
363,26,16,61.53846153846154,80,53,66.25
364,26,19,73.07692307692307,80,62,77.5
365,26,17,65.38461538461539,80,58,72.5
366,26,16,61.53846153846154,80,57,71.25
367,26,17,65.38461538461539,80,56,70.0
368,26,16,61.53846153846154,80,57,71.25
369,26,20,76.92307692307693,80,62,77.5
370,26,20,76.92307692307693,80,65,81.25
371,26,17,65.38461538461539,80,58,72.5
372,26,17,65.38461538461539,80,61,76.25
373,26,18,69.23076923076923,80,57,71.25
374,26,18,69.23076923076923,80,60,75.0
375,26,19,73.07692307692307,80,61,76.25
376,26,16,61.53846153846154,80,55,68.75
377,26,18,69.23076923076923,80,59,73.75
378,26,18,69.23076923076923,80,58,72.5
379,26,17,65.38461538461539,80,61,76.25
380,26,17,65.38461538461539,80,61,76.25
381,26,17,65.38461538461539,80,61,76.25
382,26,18,69.23076923076923,80,63,78.75
383,26,17,65.38461538461539,80,58,72.5
384,26,17,65.38461538461539,80,59,73.75
385,26,15,57.692307692307686,80,53,66.25
386,26,16,61.53846153846154,80,54,67.5
387,26,18,69.23076923076923,80,56,70.0
388,26,16,61.53846153846154,80,59,73.75
389,26,16,61.53846153846154,80,58,72.5
390,26,20,76.92307692307693,80,63,78.75
391,26,16,61.53846153846154,80,57,71.25
392,26,18,69.23076923076923,80,59,73.75
393,26,14,53.84615384615385,80,50,62.5
394,26,16,61.53846153846154,80,54,67.5
395,26,15,57.692307692307686,80,50,62.5
396,26,13,50.0,80,44,55.00000000000001
397,26,18,69.23076923076923,80,60,75.0
398,26,17,65.38461538461539,80,57,71.25
399,26,15,57.692307692307686,80,56,70.0
400,26,13,50.0,80,47,58.75
401,26,16,61.53846153846154,80,52,65.0
402,26,17,65.38461538461539,80,57,71.25
403,26,15,57.692307692307686,80,51,63.74999999999999
404,26,16,61.53846153846154,80,57,71.25
405,26,15,57.692307692307686,80,56,70.0
406,26,18,69.23076923076923,80,60,75.0
407,26,17,65.38461538461539,80,58,72.5
408,26,17,65.38461538461539,80,57,71.25
409,26,18,69.23076923076923,80,61,76.25
410,26,15,57.692307692307686,80,53,66.25
411,26,15,57.692307692307686,80,53,66.25
412,26,18,69.23076923076923,80,60,75.0
413,26,17,65.38461538461539,80,61,76.25
414,26,19,73.07692307692307,80,61,76.25
415,26,16,61.53846153846154,80,55,68.75
416,26,18,69.23076923076923,80,57,71.25
417,26,14,53.84615384615385,80,47,58.75
418,26,16,61.53846153846154,80,59,73.75
419,26,17,65.38461538461539,80,60,75.0
420,26,16,61.53846153846154,80,57,71.25
421,26,15,57.692307692307686,80,57,71.25
422,26,18,69.23076923076923,80,59,73.75
423,26,16,61.53846153846154,80,53,66.25
424,26,17,65.38461538461539,80,57,71.25
425,26,17,65.38461538461539,80,56,70.0
426,26,17,65.38461538461539,80,57,71.25
427,26,18,69.23076923076923,80,58,72.5
428,26,15,57.692307692307686,80,52,65.0
429,26,15,57.692307692307686,80,58,72.5
430,26,17,65.38461538461539,80,55,68.75
431,26,16,61.53846153846154,80,58,72.5
432,26,17,65.38461538461539,80,58,72.5
433,26,15,57.692307692307686,80,58,72.5
434,26,17,65.38461538461539,80,62,77.5
435,26,17,65.38461538461539,80,60,75.0
436,26,17,65.38461538461539,80,56,70.0
437,26,19,73.07692307692307,80,59,73.75
438,26,19,73.07692307692307,80,59,73.75
439,26,16,61.53846153846154,80,57,71.25
440,26,17,65.38461538461539,80,55,68.75
441,26,18,69.23076923076923,80,60,75.0
442,26,15,57.692307692307686,80,57,71.25
443,26,17,65.38461538461539,80,63,78.75
444,26,18,69.23076923076923,80,56,70.0
445,26,19,73.07692307692307,80,63,78.75
446,26,15,57.692307692307686,80,56,70.0
447,26,17,65.38461538461539,80,54,67.5
448,26,17,65.38461538461539,80,54,67.5
449,26,16,61.53846153846154,80,53,66.25
450,26,16,61.53846153846154,80,56,70.0
451,26,17,65.38461538461539,80,57,71.25
452,26,17,65.38461538461539,80,56,70.0
453,26,18,69.23076923076923,80,59,73.75
454,26,18,69.23076923076923,80,61,76.25
455,26,16,61.53846153846154,80,54,67.5
456,26,16,61.53846153846154,80,57,71.25
457,26,18,69.23076923076923,80,60,75.0
458,26,18,69.23076923076923,80,60,75.0
459,26,16,61.53846153846154,80,58,72.5
460,26,16,61.53846153846154,80,57,71.25
461,26,17,65.38461538461539,80,56,70.0
462,26,15,57.692307692307686,80,54,67.5
463,26,17,65.38461538461539,80,63,78.75
464,26,15,57.692307692307686,80,53,66.25
465,26,17,65.38461538461539,80,62,77.5
466,26,17,65.38461538461539,80,58,72.5
467,26,18,69.23076923076923,80,59,73.75
468,26,17,65.38461538461539,80,56,70.0
469,26,16,61.53846153846154,80,56,70.0
470,26,19,73.07692307692307,80,60,75.0
471,26,18,69.23076923076923,80,56,70.0
472,26,17,65.38461538461539,80,57,71.25
473,26,20,76.92307692307693,80,62,77.5
474,26,17,65.38461538461539,80,55,68.75
475,26,16,61.53846153846154,80,55,68.75
476,26,16,61.53846153846154,80,56,70.0
477,26,16,61.53846153846154,80,60,75.0
478,26,18,69.23076923076923,80,63,78.75
479,26,17,65.38461538461539,80,59,73.75
480,26,17,65.38461538461539,80,61,76.25
481,26,15,57.692307692307686,80,54,67.5
482,26,18,69.23076923076923,80,56,70.0
483,26,18,69.23076923076923,80,59,73.75
484,26,19,73.07692307692307,80,62,77.5
485,26,15,57.692307692307686,80,51,63.74999999999999
486,26,15,57.692307692307686,80,50,62.5
487,26,17,65.38461538461539,80,58,72.5
488,26,18,69.23076923076923,80,60,75.0
489,26,18,69.23076923076923,80,62,77.5
490,26,18,69.23076923076923,80,58,72.5
491,26,16,61.53846153846154,80,58,72.5
492,26,16,61.53846153846154,80,57,71.25
493,26,18,69.23076923076923,80,58,72.5
494,26,18,69.23076923076923,80,60,75.0
495,26,18,69.23076923076923,80,57,71.25
496,26,18,69.23076923076923,80,61,76.25
497,26,17,65.38461538461539,80,56,70.0
498,26,15,57.692307692307686,80,57,71.25
499,26,17,65.38461538461539,80,53,66.25
500,26,17,65.38461538461539,80,55,68.75
501,26,18,69.23076923076923,80,59,73.75
502,26,18,69.23076923076923,80,59,73.75
503,26,18,69.23076923076923,80,57,71.25
504,26,17,65.38461538461539,80,57,71.25
505,26,15,57.692307692307686,80,60,75.0
506,26,18,69.23076923076923,80,58,72.5
507,26,18,69.23076923076923,80,62,77.5
508,26,17,65.38461538461539,80,57,71.25
509,26,17,65.38461538461539,80,62,77.5
510,26,16,61.53846153846154,80,58,72.5
511,26,17,65.38461538461539,80,60,75.0
512,26,15,57.692307692307686,80,54,67.5
513,26,16,61.53846153846154,80,53,66.25
514,26,17,65.38461538461539,80,58,72.5
515,26,17,65.38461538461539,80,61,76.25
516,26,18,69.23076923076923,80,57,71.25
517,26,15,57.692307692307686,80,51,63.74999999999999
518,26,16,61.53846153846154,80,54,67.5
519,26,16,61.53846153846154,80,61,76.25
520,26,17,65.38461538461539,80,60,75.0
521,26,17,65.38461538461539,80,60,75.0
522,26,16,61.53846153846154,80,55,68.75
523,26,18,69.23076923076923,80,60,75.0
524,26,18,69.23076923076923,80,56,70.0
525,26,17,65.38461538461539,80,58,72.5
526,26,16,61.53846153846154,80,55,68.75
527,26,15,57.692307692307686,80,50,62.5
528,26,18,69.23076923076923,80,62,77.5
529,26,17,65.38461538461539,80,58,72.5
530,26,18,69.23076923076923,80,57,71.25
531,26,17,65.38461538461539,80,55,68.75
532,26,17,65.38461538461539,80,57,71.25
533,26,17,65.38461538461539,80,60,75.0
534,26,15,57.692307692307686,80,57,71.25
535,26,18,69.23076923076923,80,61,76.25
536,26,17,65.38461538461539,80,59,73.75
537,26,15,57.692307692307686,80,53,66.25
538,26,15,57.692307692307686,80,54,67.5
539,26,18,69.23076923076923,80,60,75.0
540,26,16,61.53846153846154,80,54,67.5
541,26,14,53.84615384615385,80,51,63.74999999999999
542,26,17,65.38461538461539,80,57,71.25
543,26,17,65.38461538461539,80,59,73.75
544,26,15,57.692307692307686,80,57,71.25
545,26,18,69.23076923076923,80,58,72.5
546,26,17,65.38461538461539,80,56,70.0
547,26,18,69.23076923076923,80,61,76.25
548,26,19,73.07692307692307,80,58,72.5
549,26,17,65.38461538461539,80,56,70.0
550,26,17,65.38461538461539,80,60,75.0
551,26,13,50.0,80,52,65.0
552,26,17,65.38461538461539,80,56,70.0
553,26,17,65.38461538461539,80,55,68.75
554,26,18,69.23076923076923,80,56,70.0
555,26,17,65.38461538461539,80,58,72.5
556,26,18,69.23076923076923,80,62,77.5
557,26,16,61.53846153846154,80,55,68.75
558,26,17,65.38461538461539,80,60,75.0
559,26,17,65.38461538461539,80,56,70.0
560,26,16,61.53846153846154,80,55,68.75
561,26,18,69.23076923076923,80,57,71.25
562,26,15,57.692307692307686,80,57,71.25
563,26,17,65.38461538461539,80,56,70.0
564,26,18,69.23076923076923,80,58,72.5
565,26,19,73.07692307692307,80,61,76.25
566,26,17,65.38461538461539,80,62,77.5
567,26,18,69.23076923076923,80,60,75.0
568,26,17,65.38461538461539,80,58,72.5
569,26,16,61.53846153846154,80,55,68.75
570,26,17,65.38461538461539,80,56,70.0
571,26,18,69.23076923076923,80,60,75.0
572,26,16,61.53846153846154,80,59,73.75
573,26,15,57.692307692307686,80,58,72.5
574,26,19,73.07692307692307,80,60,75.0
575,26,17,65.38461538461539,80,54,67.5
576,26,19,73.07692307692307,80,60,75.0
577,26,16,61.53846153846154,80,53,66.25
578,26,18,69.23076923076923,80,54,67.5
579,26,16,61.53846153846154,80,56,70.0
580,26,17,65.38461538461539,80,55,68.75
581,26,19,73.07692307692307,80,61,76.25
582,26,18,69.23076923076923,80,59,73.75
583,26,16,61.53846153846154,80,55,68.75
584,26,17,65.38461538461539,80,60,75.0
585,26,18,69.23076923076923,80,57,71.25
586,26,17,65.38461538461539,80,58,72.5
587,26,19,73.07692307692307,80,58,72.5
588,26,16,61.53846153846154,80,55,68.75
589,26,18,69.23076923076923,80,57,71.25
590,26,18,69.23076923076923,80,58,72.5
591,26,17,65.38461538461539,80,60,75.0
592,26,16,61.53846153846154,80,54,67.5
593,26,17,65.38461538461539,80,59,73.75
594,26,17,65.38461538461539,80,54,67.5
595,26,18,69.23076923076923,80,59,73.75
596,26,20,76.92307692307693,80,60,75.0
597,26,18,69.23076923076923,80,61,76.25
598,26,15,57.692307692307686,80,55,68.75
599,26,17,65.38461538461539,80,55,68.75
600,26,17,65.38461538461539,80,63,78.75
601,26,16,61.53846153846154,80,55,68.75
602,26,16,61.53846153846154,80,56,70.0
603,26,17,65.38461538461539,80,58,72.5
604,26,17,65.38461538461539,80,61,76.25
605,26,17,65.38461538461539,80,55,68.75
606,26,16,61.53846153846154,80,55,68.75
607,26,15,57.692307692307686,80,54,67.5
608,26,18,69.23076923076923,80,57,71.25
609,26,18,69.23076923076923,80,61,76.25
610,26,17,65.38461538461539,80,56,70.0
611,26,17,65.38461538461539,80,53,66.25
612,26,18,69.23076923076923,80,59,73.75
613,26,19,73.07692307692307,80,61,76.25
614,26,18,69.23076923076923,80,60,75.0
615,26,16,61.53846153846154,80,55,68.75
616,26,18,69.23076923076923,80,59,73.75
617,26,16,61.53846153846154,80,55,68.75
618,26,17,65.38461538461539,80,53,66.25
619,26,18,69.23076923076923,80,58,72.5
620,26,19,73.07692307692307,80,60,75.0
621,26,17,65.38461538461539,80,58,72.5
622,26,17,65.38461538461539,80,59,73.75
623,26,17,65.38461538461539,80,56,70.0
624,26,15,57.692307692307686,80,48,60.0
625,26,17,65.38461538461539,80,59,73.75
626,26,17,65.38461538461539,80,58,72.5
627,26,17,65.38461538461539,80,57,71.25
628,26,17,65.38461538461539,80,58,72.5
629,26,17,65.38461538461539,80,60,75.0
630,26,16,61.53846153846154,80,57,71.25
631,26,19,73.07692307692307,80,60,75.0
