Episode,Timestamp,Agent_Count,Type
18,0.0,4,Simultaneous
18,16.5,2,Simultaneous
18,37.87,2,Simultaneous
18,43.74,2,Simultaneous
18,25.04,2,Conflict
18,60.44,2,Conflict
18,66.48,4,Conflict
18,68.63,2,Conflict
18,76.6,2,Conflict
19,0.0,4,Simultaneous
19,1.52,3,Simultaneous
19,46.54,3,Simultaneous
19,54.32,3,Simultaneous
19,82.52,2,Conflict
19,93.41,2,Conflict
20,0.0,4,Simultaneous
20,19.07,2,Simultaneous
20,62.61,3,Simultaneous
20,98.67,3,Simultaneous
20,30.11,2,Conflict
20,34.39,2,Conflict
20,85.95,2,Conflict
20,89.31,2,Conflict
21,0.0,4,Simultaneous
21,7.71,3,Simultaneous
21,14.35,2,Simultaneous
21,59.63,3,Simultaneous
21,78.55,3,Simultaneous
21,89.08,2,Simultaneous
21,91.71,3,Conflict
22,0.0,4,Simultaneous
22,18.83,2,Simultaneous
22,21.3,3,Simultaneous
22,33.21,3,Simultaneous
22,78.46,2,Simultaneous
22,88.93,2,Simultaneous
22,25.06,2,Conflict
22,41.84,2,Conflict
22,42.06,2,Conflict
22,69.39,3,Conflict
23,0.0,4,Simultaneous
23,65.59,3,Simultaneous
23,77.24,3,Simultaneous
23,81.06,2,Simultaneous
24,0.0,4,Simultaneous
24,62.13,2,Simultaneous
24,80.14,3,Simultaneous
24,93.31,2,Simultaneous
24,25.42,2,Conflict
24,28.04,3,Conflict
24,39.9,2,Conflict
24,47.77,3,Conflict
24,51.19,2,Conflict
24,70.66,3,Conflict
25,0.0,4,Simultaneous
25,49.02,2,Simultaneous
25,71.35,2,Simultaneous
25,91.13,2,Simultaneous
25,22.4,2,Conflict
25,41.66,4,Conflict
25,75.47,2,Conflict
26,0.0,4,Simultaneous
26,61.71,3,Simultaneous
26,69.38,3,Simultaneous
26,82.34,4,Simultaneous
26,13.13,3,Conflict
26,37.15,3,Conflict
26,40.59,3,Conflict
26,42.17,2,Conflict
26,57.24,2,Conflict
26,98.95,2,Conflict
27,0.0,4,Simultaneous
27,27.22,2,Simultaneous
27,29.99,2,Simultaneous
27,95.12,2,Simultaneous
27,34.91,2,Conflict
27,40.75,2,Conflict
28,0.0,4,Simultaneous
28,2.15,2,Simultaneous
28,13.27,3,Simultaneous
28,59.93,2,Simultaneous
28,83.18,2,Simultaneous
28,97.15,2,Simultaneous
28,15.86,2,Conflict
28,34.21,2,Conflict
28,54.73,3,Conflict
29,0.0,4,Simultaneous
29,15.35,2,Simultaneous
29,25.04,2,Simultaneous
29,33.53,2,Simultaneous
29,46.34,3,Simultaneous
29,78.47,2,Simultaneous
29,26.92,2,Conflict
30,0.0,4,Simultaneous
30,5.54,3,Simultaneous
30,21.28,2,Simultaneous
30,47.91,4,Simultaneous
30,50.58,3,Simultaneous
30,99.19,2,Simultaneous
30,46.31,3,Conflict
30,49.41,2,Conflict
30,57.94,4,Conflict
30,69.02,2,Conflict
30,73.92,3,Conflict
31,0.0,4,Simultaneous
31,35.12,2,Simultaneous
31,81.03,3,Simultaneous
31,85.94,2,Simultaneous
31,93.48,2,Simultaneous
31,93.49,2,Simultaneous
31,71.61,3,Conflict
31,83.87,3,Conflict
32,0.0,4,Simultaneous
32,59.23,2,Simultaneous
32,62.59,3,Simultaneous
32,91.37,2,Simultaneous
32,2.74,2,Conflict
32,35.8,2,Conflict
33,0.0,4,Simultaneous
33,42.29,3,Simultaneous
33,61.29,2,Simultaneous
33,88.16,2,Simultaneous
33,35.56,2,Conflict
33,72.41,2,Conflict
34,0.0,4,Simultaneous
34,62.85,4,Simultaneous
34,78.35,2,Simultaneous
34,87.78,3,Simultaneous
34,3.8,2,Conflict
34,24.42,2,Conflict
35,0.0,4,Simultaneous
35,36.33,3,Simultaneous
35,61.73,2,Simultaneous
35,82.69,2,Simultaneous
35,1.92,2,Conflict
36,0.0,4,Simultaneous
36,46.16,3,Simultaneous
36,66.66,2,Simultaneous
36,70.96,3,Simultaneous
36,2.86,2,Conflict
36,7.78,2,Conflict
36,17.94,2,Conflict
36,30.77,2,Conflict
36,72.84,2,Conflict
36,88.8,2,Conflict
36,96.11,2,Conflict
37,0.0,4,Simultaneous
37,15.47,2,Simultaneous
37,37.78,3,Simultaneous
37,95.03,2,Simultaneous
37,14.38,3,Conflict
37,43.49,2,Conflict
37,48.64,4,Conflict
37,86.42,2,Conflict
38,0.0,4,Simultaneous
38,48.67,4,Simultaneous
38,94.6,4,Simultaneous
38,96.11,2,Simultaneous
38,8.8,2,Conflict
38,46.42,2,Conflict
38,72.01,2,Conflict
38,93.21,2,Conflict
39,0.0,4,Simultaneous
39,8.73,3,Simultaneous
39,42.51,3,Simultaneous
39,54.34,3,Simultaneous
39,77.01,2,Simultaneous
39,90.87,2,Simultaneous
39,7.78,2,Conflict
39,37.8,2,Conflict
39,54.79,2,Conflict
39,67.27,2,Conflict
40,0.0,4,Simultaneous
40,30.49,2,Simultaneous
40,49.52,3,Simultaneous
40,92.03,2,Simultaneous
40,36.24,2,Conflict
40,50.8,2,Conflict
41,0.0,4,Simultaneous
41,12.5,2,Simultaneous
41,42.43,3,Simultaneous
41,87.73,4,Simultaneous
41,4.37,4,Conflict
41,14.55,3,Conflict
41,55.74,3,Conflict
41,57.97,2,Conflict
41,71.05,3,Conflict
41,78.35,3,Conflict
42,0.0,4,Simultaneous
42,4.88,3,Simultaneous
42,79.87,2,Simultaneous
42,81.15,3,Simultaneous
42,22.83,2,Conflict
43,0.0,4,Simultaneous
43,22.22,3,Simultaneous
43,40.2,3,Simultaneous
43,98.67,3,Simultaneous
44,0.0,4,Simultaneous
44,69.25,3,Simultaneous
44,87.73,2,Simultaneous
44,98.7,2,Simultaneous
44,33.36,2,Conflict
44,60.31,3,Conflict
45,0.0,4,Simultaneous
45,32.23,3,Simultaneous
45,39.9,2,Simultaneous
45,45.12,2,Simultaneous
45,28.1,3,Conflict
46,0.0,4,Simultaneous
46,21.91,2,Simultaneous
46,48.0,2,Simultaneous
46,68.38,2,Simultaneous
47,0.0,4,Simultaneous
47,4.82,2,Simultaneous
47,12.69,3,Simultaneous
47,33.77,2,Simultaneous
47,48.58,3,Simultaneous
47,71.46,2,Simultaneous
48,0.0,4,Simultaneous
48,37.15,4,Simultaneous
48,62.94,2,Simultaneous
48,70.4,2,Simultaneous
49,0.0,4,Simultaneous
49,1.14,3,Simultaneous
49,48.98,4,Simultaneous
49,60.35,2,Simultaneous
49,83.24,4,Simultaneous
49,90.96,2,Simultaneous
50,0.0,4,Simultaneous
50,34.02,2,Simultaneous
50,83.98,2,Simultaneous
50,96.42,4,Simultaneous
50,5.4,2,Conflict
51,0.0,4,Simultaneous
51,60.13,2,Simultaneous
51,87.81,2,Simultaneous
51,89.91,2,Simultaneous
52,0.0,4,Simultaneous
52,21.69,4,Simultaneous
52,30.08,3,Simultaneous
52,96.59,2,Simultaneous
53,0.0,4,Simultaneous
53,17.77,3,Simultaneous
53,28.1,2,Simultaneous
53,78.67,2,Simultaneous
53,47.13,2,Conflict
54,0.0,4,Simultaneous
54,7.34,2,Simultaneous
54,10.86,2,Simultaneous
54,53.63,3,Simultaneous
54,7.56,2,Conflict
54,17.17,2,Conflict
54,37.52,4,Conflict
54,58.5,3,Conflict
54,98.96,3,Conflict
55,0.0,4,Simultaneous
55,17.85,2,Simultaneous
55,54.68,3,Simultaneous
55,64.57,2,Simultaneous
55,31.48,3,Conflict
55,72.48,4,Conflict
55,79.73,4,Conflict
55,80.4,4,Conflict
55,80.64,2,Conflict
56,0.0,4,Simultaneous
56,66.89,2,Simultaneous
56,77.23,4,Simultaneous
56,79.94,2,Simultaneous
56,80.27,3,Conflict
57,0.0,4,Simultaneous
57,71.36,3,Simultaneous
57,74.02,2,Simultaneous
57,77.66,2,Simultaneous
57,27.73,3,Conflict
57,35.38,2,Conflict
57,63.41,2,Conflict
57,84.92,4,Conflict
58,0.0,4,Simultaneous
58,28.87,2,Simultaneous
58,43.65,2,Simultaneous
58,90.24,2,Simultaneous
58,41.07,2,Conflict
58,47.26,2,Conflict
58,48.56,3,Conflict
58,84.49,3,Conflict
59,0.0,4,Simultaneous
59,29.67,2,Simultaneous
59,41.01,3,Simultaneous
59,99.16,2,Simultaneous
59,12.35,2,Conflict
59,69.85,2,Conflict
59,93.29,2,Conflict
60,0.0,4,Simultaneous
60,35.93,2,Simultaneous
60,63.55,3,Simultaneous
60,94.6,4,Simultaneous
60,57.41,2,Conflict
60,62.81,2,Conflict
60,79.98,2,Conflict
61,0.0,4,Simultaneous
61,43.0,2,Simultaneous
61,53.46,2,Simultaneous
61,73.93,3,Simultaneous
61,23.25,2,Conflict
62,0.0,4,Simultaneous
62,9.6,2,Simultaneous
62,51.36,2,Simultaneous
62,89.71,2,Simultaneous
63,0.0,4,Simultaneous
63,43.67,2,Simultaneous
63,60.97,3,Simultaneous
63,79.43,2,Simultaneous
63,16.15,2,Conflict
63,16.95,3,Conflict
63,22.66,2,Conflict
63,78.95,3,Conflict
64,0.0,4,Simultaneous
64,19.42,4,Simultaneous
64,34.74,2,Simultaneous
64,71.55,2,Simultaneous
64,0.66,2,Conflict
64,40.5,3,Conflict
65,0.0,4,Simultaneous
65,28.1,3,Simultaneous
65,44.22,3,Simultaneous
65,44.27,3,Simultaneous
65,57.01,2,Simultaneous
65,94.32,2,Simultaneous
65,47.77,2,Conflict
65,72.08,3,Conflict
66,0.0,4,Simultaneous
66,3.6,2,Simultaneous
66,33.0,2,Simultaneous
66,55.76,2,Simultaneous
66,13.35,2,Conflict
66,42.12,4,Conflict
66,48.25,2,Conflict
66,59.73,2,Conflict
66,66.36,4,Conflict
66,74.48,4,Conflict
66,86.54,2,Conflict
67,0.0,4,Simultaneous
67,4.67,2,Simultaneous
67,4.67,3,Simultaneous
67,10.99,2,Simultaneous
67,16.77,3,Conflict
67,88.88,2,Conflict
68,0.0,4,Simultaneous
68,13.65,4,Simultaneous
68,47.82,2,Simultaneous
68,58.43,3,Simultaneous
68,19.86,2,Conflict
68,48.71,4,Conflict
68,76.02,2,Conflict
68,76.14,3,Conflict
68,87.81,3,Conflict
69,0.0,4,Simultaneous
69,14.43,2,Simultaneous
69,28.93,2,Simultaneous
69,67.28,3,Simultaneous
70,0.0,4,Simultaneous
70,23.72,2,Simultaneous
70,42.22,3,Simultaneous
70,69.19,3,Simultaneous
70,18.93,3,Conflict
70,21.28,2,Conflict
70,23.74,2,Conflict
70,70.52,2,Conflict
70,78.02,2,Conflict
70,81.8,2,Conflict
70,92.66,2,Conflict
71,0.0,4,Simultaneous
71,35.11,2,Simultaneous
71,48.32,4,Simultaneous
71,79.52,3,Simultaneous
71,8.48,3,Conflict
71,31.73,3,Conflict
72,0.0,4,Simultaneous
72,17.1,3,Simultaneous
72,20.98,2,Simultaneous
72,31.14,2,Simultaneous
72,32.25,2,Simultaneous
72,50.07,3,Simultaneous
72,87.73,2,Simultaneous
72,94.95,2,Simultaneous
72,5.86,2,Conflict
72,31.08,3,Conflict
72,42.66,4,Conflict
72,47.9,2,Conflict
72,67.45,2,Conflict
72,77.43,3,Conflict
72,81.8,2,Conflict
72,81.82,2,Conflict
72,90.34,3,Conflict
73,0.0,4,Simultaneous
73,60.13,2,Simultaneous
73,60.99,3,Simultaneous
73,70.35,3,Simultaneous
73,80.04,2,Simultaneous
73,81.34,2,Simultaneous
74,0.0,4,Simultaneous
74,24.13,3,Simultaneous
74,37.11,3,Simultaneous
74,79.69,2,Simultaneous
74,11.25,3,Conflict
74,27.23,2,Conflict
74,89.31,2,Conflict
75,0.0,4,Simultaneous
75,4.38,3,Simultaneous
75,56.06,4,Simultaneous
75,96.55,3,Simultaneous
75,48.86,2,Conflict
76,0.0,4,Simultaneous
76,5.2,2,Simultaneous
76,79.38,2,Simultaneous
76,93.65,2,Simultaneous
76,2.3,3,Conflict
76,18.59,2,Conflict
76,32.1,2,Conflict
76,43.48,3,Conflict
76,64.7,2,Conflict
76,71.78,2,Conflict
76,74.18,2,Conflict
76,86.14,2,Conflict
76,86.35,2,Conflict
76,99.02,3,Conflict
77,0.0,4,Simultaneous
77,3.36,2,Simultaneous
77,51.02,2,Simultaneous
77,62.2,2,Simultaneous
77,87.8,2,Simultaneous
77,88.68,2,Simultaneous
77,90.84,3,Simultaneous
77,94.43,4,Simultaneous
77,29.8,3,Conflict
77,46.34,3,Conflict
77,95.21,2,Conflict
78,0.0,4,Simultaneous
78,7.75,3,Simultaneous
78,44.7,3,Simultaneous
78,75.51,3,Simultaneous
78,9.89,2,Conflict
78,20.75,2,Conflict
78,60.39,3,Conflict
78,60.91,2,Conflict
78,91.79,2,Conflict
79,0.0,4,Simultaneous
79,23.45,2,Simultaneous
79,29.28,3,Simultaneous
79,34.52,2,Simultaneous
79,30.97,2,Conflict
79,65.87,3,Conflict
80,0.0,4,Simultaneous
80,1.25,4,Simultaneous
80,57.37,4,Simultaneous
80,60.91,3,Simultaneous
81,0.0,4,Simultaneous
81,18.93,2,Simultaneous
81,92.92,2,Simultaneous
81,98.45,2,Simultaneous
81,17.3,2,Conflict
81,50.03,2,Conflict
81,67.91,2,Conflict
82,0.0,4,Simultaneous
82,32.51,3,Simultaneous
82,51.01,2,Simultaneous
82,66.55,2,Simultaneous
82,75.12,2,Simultaneous
82,83.58,2,Simultaneous
82,26.92,3,Conflict
82,52.01,3,Conflict
82,80.34,2,Conflict
82,81.96,3,Conflict
83,0.0,4,Simultaneous
83,26.8,2,Simultaneous
83,52.55,2,Simultaneous
83,55.18,2,Simultaneous
83,12.5,2,Conflict
83,42.49,2,Conflict
83,62.65,3,Conflict
83,69.4,2,Conflict
83,74.22,2,Conflict
84,0.0,4,Simultaneous
84,18.16,3,Simultaneous
84,71.74,4,Simultaneous
84,91.11,2,Simultaneous
84,52.75,2,Conflict
84,61.72,2,Conflict
84,62.65,2,Conflict
85,0.0,4,Simultaneous
85,60.15,2,Simultaneous
85,83.9,3,Simultaneous
85,85.07,2,Simultaneous
85,7.25,2,Conflict
85,10.26,3,Conflict
85,24.62,2,Conflict
85,33.12,3,Conflict
85,67.84,2,Conflict
86,0.0,4,Simultaneous
86,11.01,2,Simultaneous
86,15.14,2,Simultaneous
86,29.48,2,Simultaneous
86,39.55,3,Simultaneous
86,51.3,2,Simultaneous
86,55.02,3,Conflict
87,0.0,4,Simultaneous
87,44.2,3,Simultaneous
87,59.44,2,Simultaneous
87,77.92,3,Simultaneous
87,63.59,2,Conflict
87,64.73,4,Conflict
87,76.94,2,Conflict
87,87.05,2,Conflict
88,0.0,4,Simultaneous
88,9.83,2,Simultaneous
88,17.96,4,Simultaneous
88,58.05,3,Simultaneous
88,24.07,2,Conflict
88,60.55,2,Conflict
88,78.73,3,Conflict
88,90.29,2,Conflict
89,0.0,4,Simultaneous
89,4.41,2,Simultaneous
89,62.22,3,Simultaneous
89,68.86,2,Simultaneous
89,96.52,3,Simultaneous
89,97.32,2,Simultaneous
89,17.93,2,Conflict
90,0.0,4,Simultaneous
90,11.83,2,Simultaneous
90,49.8,2,Simultaneous
90,73.64,3,Simultaneous
90,31.78,3,Conflict
90,34.51,3,Conflict
90,62.13,3,Conflict
91,0.0,4,Simultaneous
91,4.49,3,Simultaneous
91,28.93,3,Simultaneous
91,34.41,2,Simultaneous
91,65.11,3,Simultaneous
91,80.19,2,Simultaneous
91,80.47,3,Conflict
92,0.0,4,Simultaneous
92,15.87,3,Simultaneous
92,68.18,3,Simultaneous
92,82.84,2,Simultaneous
93,0.0,4,Simultaneous
93,9.85,3,Simultaneous
93,42.12,2,Simultaneous
93,51.45,2,Simultaneous
93,6.82,2,Conflict
93,46.94,4,Conflict
93,52.5,3,Conflict
93,59.74,2,Conflict
94,0.0,4,Simultaneous
94,66.06,3,Simultaneous
94,86.87,3,Simultaneous
94,98.47,2,Simultaneous
94,36.46,3,Conflict
94,84.92,3,Conflict
95,0.0,4,Simultaneous
95,36.34,2,Simultaneous
95,40.08,2,Simultaneous
95,43.74,2,Simultaneous
95,23.66,2,Conflict
95,34.59,3,Conflict
95,44.35,3,Conflict
95,83.3,3,Conflict
96,0.0,4,Simultaneous
96,22.44,3,Simultaneous
96,43.97,2,Simultaneous
96,44.18,2,Simultaneous
96,59.56,3,Simultaneous
96,98.41,3,Simultaneous
96,16.07,3,Conflict
96,36.95,2,Conflict
96,90.99,2,Conflict
96,95.48,3,Conflict
97,0.0,4,Simultaneous
97,5.29,2,Simultaneous
97,58.33,2,Simultaneous
97,79.85,3,Simultaneous
97,47.49,3,Conflict
97,54.26,2,Conflict
98,0.0,4,Simultaneous
98,29.01,3,Simultaneous
98,72.16,4,Simultaneous
98,78.1,3,Simultaneous
98,25.7,4,Conflict
98,46.53,2,Conflict
99,0.0,4,Simultaneous
99,26.47,2,Simultaneous
99,67.39,3,Simultaneous
99,73.39,2,Simultaneous
99,27.51,2,Conflict
99,64.75,3,Conflict
99,68.55,3,Conflict
100,0.0,4,Simultaneous
100,35.32,3,Simultaneous
100,38.69,2,Simultaneous
100,95.17,2,Simultaneous
100,38.4,2,Conflict
100,57.34,2,Conflict
101,0.0,4,Simultaneous
101,18.35,2,Simultaneous
101,62.4,2,Simultaneous
101,87.49,2,Simultaneous
101,12.17,2,Conflict
101,55.7,2,Conflict
102,0.0,4,Simultaneous
102,4.32,2,Simultaneous
102,29.06,4,Simultaneous
102,43.18,2,Simultaneous
102,64.44,3,Simultaneous
102,79.52,2,Simultaneous
102,27.9,3,Conflict
102,30.68,3,Conflict
102,58.28,4,Conflict
102,81.0,2,Conflict
103,0.0,4,Simultaneous
103,58.52,2,Simultaneous
103,71.61,2,Simultaneous
103,74.02,4,Simultaneous
103,49.16,2,Conflict
103,50.94,2,Conflict
104,0.0,4,Simultaneous
104,13.6,2,Simultaneous
104,66.92,2,Simultaneous
104,88.83,2,Simultaneous
104,55.29,2,Conflict
104,84.58,3,Conflict
105,0.0,4,Simultaneous
105,17.9,2,Simultaneous
105,20.72,2,Simultaneous
105,85.95,2,Simultaneous
105,8.08,2,Conflict
106,0.0,4,Simultaneous
106,1.4,3,Simultaneous
106,13.51,3,Simultaneous
106,58.89,4,Simultaneous
106,62.15,3,Simultaneous
106,69.87,3,Simultaneous
106,81.96,3,Conflict
107,0.0,4,Simultaneous
107,11.92,3,Simultaneous
107,41.71,2,Simultaneous
107,88.93,3,Simultaneous
107,72.35,2,Conflict
107,84.09,2,Conflict
107,89.79,3,Conflict
108,0.0,4,Simultaneous
108,16.68,2,Simultaneous
108,24.13,2,Simultaneous
108,36.57,3,Simultaneous
108,12.58,3,Conflict
108,36.01,3,Conflict
108,47.42,3,Conflict
108,54.58,2,Conflict
108,64.38,2,Conflict
109,0.0,4,Simultaneous
109,4.67,3,Simultaneous
109,10.37,3,Simultaneous
109,35.93,3,Simultaneous
109,56.72,2,Simultaneous
109,58.74,4,Simultaneous
109,82.96,2,Simultaneous
109,85.87,2,Simultaneous
109,10.25,3,Conflict
109,32.86,2,Conflict
109,64.82,2,Conflict
109,69.83,2,Conflict
109,86.28,3,Conflict
110,0.0,4,Simultaneous
110,8.23,3,Simultaneous
110,9.4,2,Simultaneous
110,31.71,2,Simultaneous
110,37.66,2,Simultaneous
110,39.55,4,Simultaneous
110,8.81,3,Conflict
110,50.09,4,Conflict
111,0.0,4,Simultaneous
111,37.09,4,Simultaneous
111,46.42,4,Simultaneous
111,90.81,2,Simultaneous
111,40.57,2,Conflict
111,50.31,2,Conflict
111,56.61,3,Conflict
111,63.9,2,Conflict
111,96.93,3,Conflict
112,0.0,4,Simultaneous
112,14.5,3,Simultaneous
112,14.55,2,Simultaneous
112,78.85,3,Simultaneous
112,5.16,2,Conflict
112,29.58,3,Conflict
113,0.0,4,Simultaneous
113,3.84,4,Simultaneous
113,9.6,3,Simultaneous
113,22.6,4,Simultaneous
113,54.18,3,Simultaneous
113,80.8,2,Simultaneous
113,5.84,2,Conflict
113,18.11,3,Conflict
113,26.23,4,Conflict
113,27.98,2,Conflict
113,30.29,2,Conflict
113,31.52,2,Conflict
113,52.29,2,Conflict
113,98.13,2,Conflict
114,0.0,4,Simultaneous
114,38.02,2,Simultaneous
114,89.01,2,Simultaneous
114,92.74,3,Simultaneous
114,98.42,2,Conflict
115,0.0,4,Simultaneous
115,29.81,2,Simultaneous
115,63.95,3,Simultaneous
115,71.78,4,Simultaneous
115,41.4,3,Conflict
115,89.06,2,Conflict
116,0.0,4,Simultaneous
116,0.59,2,Simultaneous
116,41.36,2,Simultaneous
116,64.35,3,Simultaneous
116,60.58,4,Conflict
116,77.06,2,Conflict
117,0.0,4,Simultaneous
117,50.73,2,Simultaneous
117,55.07,2,Simultaneous
117,97.48,2,Simultaneous
117,8.59,2,Conflict
117,27.39,3,Conflict
117,42.81,3,Conflict
117,50.25,2,Conflict
117,62.55,2,Conflict
118,0.0,4,Simultaneous
118,4.88,2,Simultaneous
118,28.69,3,Simultaneous
118,53.42,2,Simultaneous
118,16.59,3,Conflict
118,67.91,2,Conflict
119,0.0,4,Simultaneous
119,11.92,2,Simultaneous
119,23.32,2,Simultaneous
119,54.69,2,Simultaneous
119,55.49,2,Simultaneous
119,60.13,2,Simultaneous
119,21.28,2,Conflict
120,0.0,4,Simultaneous
120,13.65,4,Simultaneous
120,16.9,2,Simultaneous
120,21.64,3,Simultaneous
120,3.11,2,Conflict
121,0.0,4,Simultaneous
121,5.7,3,Simultaneous
121,30.22,3,Simultaneous
121,34.86,2,Simultaneous
121,17.24,3,Conflict
121,34.43,3,Conflict
122,0.0,4,Simultaneous
122,0.93,2,Simultaneous
122,36.8,2,Simultaneous
122,46.66,2,Simultaneous
122,69.19,2,Conflict
122,76.67,2,Conflict
123,0.0,4,Simultaneous
123,78.17,2,Simultaneous
123,80.84,3,Simultaneous
123,81.79,2,Simultaneous
123,98.63,2,Conflict
124,0.0,4,Simultaneous
124,21.0,3,Simultaneous
124,27.23,3,Simultaneous
124,42.94,3,Simultaneous
124,47.14,2,Simultaneous
124,70.79,2,Simultaneous
124,59.71,3,Conflict
125,0.0,4,Simultaneous
125,59.51,2,Simultaneous
125,61.25,3,Simultaneous
125,68.08,3,Simultaneous
125,62.15,2,Conflict
126,0.0,4,Simultaneous
126,3.05,2,Simultaneous
126,16.07,2,Simultaneous
126,57.92,2,Simultaneous
126,99.72,3,Conflict
127,0.0,4,Simultaneous
127,29.76,3,Simultaneous
127,35.81,4,Simultaneous
127,81.64,3,Simultaneous
127,26.16,3,Conflict
128,0.0,4,Simultaneous
128,7.12,3,Simultaneous
128,23.21,2,Simultaneous
128,80.79,2,Simultaneous
129,0.0,4,Simultaneous
129,26.04,3,Simultaneous
129,46.12,3,Simultaneous
129,58.3,3,Simultaneous
129,85.33,3,Simultaneous
129,95.78,2,Simultaneous
129,18.12,4,Conflict
129,21.23,3,Conflict
129,53.53,2,Conflict
129,61.23,2,Conflict
129,68.59,2,Conflict
129,84.0,2,Conflict
130,0.0,4,Simultaneous
130,44.53,3,Simultaneous
130,52.51,4,Simultaneous
130,63.52,2,Simultaneous
130,28.04,3,Conflict
130,48.39,2,Conflict
131,0.0,4,Simultaneous
131,31.92,2,Simultaneous
131,82.68,3,Simultaneous
131,97.6,3,Simultaneous
131,52.18,3,Conflict
131,71.08,3,Conflict
131,97.71,3,Conflict
132,0.0,4,Simultaneous
132,63.14,2,Simultaneous
132,65.29,4,Simultaneous
132,99.13,2,Simultaneous
132,12.76,2,Conflict
132,26.36,3,Conflict
133,0.0,4,Simultaneous
133,26.54,2,Simultaneous
133,31.88,3,Simultaneous
133,99.04,4,Simultaneous
133,11.85,3,Conflict
133,36.57,3,Conflict
134,0.0,4,Simultaneous
134,35.49,2,Simultaneous
134,40.23,2,Simultaneous
134,69.73,4,Simultaneous
134,28.87,3,Conflict
134,39.5,4,Conflict
134,47.38,3,Conflict
135,0.0,4,Simultaneous
135,10.89,2,Simultaneous
135,45.69,2,Simultaneous
135,70.91,2,Simultaneous
135,1.71,2,Conflict
135,14.65,2,Conflict
135,14.76,2,Conflict
135,32.22,3,Conflict
135,79.93,4,Conflict
136,0.0,4,Simultaneous
136,4.38,2,Simultaneous
136,29.36,2,Simultaneous
136,59.81,2,Simultaneous
136,73.05,2,Simultaneous
136,93.3,2,Simultaneous
136,73.59,2,Conflict
